t,loss,entropy,gate_open,updated
1,3.51369571685791,3.682075023651123,1,1
2,3.8888847827911377,3.7669930458068848,1,1
3,3.9616127014160156,3.816624164581299,1,1
4,3.6455259323120117,3.4559359550476074,1,1
5,3.393803596496582,3.1884608268737793,1,1
6,3.5587120056152344,3.432558059692383,1,1
7,3.712352752685547,3.439056634902954,1,1
8,3.5511488914489746,3.4289486408233643,1,1
9,3.5309133529663086,3.5870158672332764,1,1
10,3.036928176879883,3.192333698272705,1,1
11,3.668118953704834,3.5183963775634766,1,1
12,3.266678810119629,3.3688852787017822,1,1
13,3.5550880432128906,3.5691537857055664,1,1
14,3.9499802589416504,3.541537284851074,1,1
15,3.5384178161621094,3.4003167152404785,1,1
16,4.0282883644104,3.2988169193267822,1,1
17,3.3426835536956787,3.12149715423584,1,1
18,3.1482887268066406,2.891632318496704,1,1
19,3.7026026248931885,3.339531421661377,1,1
20,3.765683650970459,3.404989719390869,1,1
21,3.8617308139801025,3.591261386871338,1,1
22,3.7046518325805664,3.3200416564941406,1,1
23,3.859935998916626,3.4891510009765625,1,1
24,2.9871883392333984,2.98313307762146,1,1
25,2.9706692695617676,2.686889171600342,1,1
26,3.2509241104125977,3.0140867233276367,1,1
27,3.399275302886963,3.1616275310516357,1,1
28,3.5643057823181152,3.3806471824645996,1,1
29,3.398087978363037,3.3371822834014893,1,1
30,3.3181660175323486,3.085665225982666,1,1
31,3.17438006401062,2.9437899589538574,1,1
32,2.9659769535064697,2.866272449493408,1,1
33,3.0578293800354004,2.879272937774658,1,1
34,3.4835262298583984,3.253326892852783,1,1
35,3.4018032550811768,3.0568771362304688,1,1
36,2.915799379348755,2.67578125,1,1
37,3.241914987564087,2.777742385864258,1,1
38,3.295295476913452,2.5245587825775146,1,1
39,3.061293125152588,2.7598273754119873,1,1
40,3.8414320945739746,3.2809295654296875,1,1
41,3.528347969055176,3.3767051696777344,1,1
42,3.7181341648101807,3.5132975578308105,1,1
43,3.251725673675537,3.033803939819336,1,1
44,3.4782800674438477,3.089263439178467,1,1
