t,loss,entropy,gate_open,updated
1,3.51369571685791,3.682075023651123,1,1
2,3.8888847827911377,3.7669930458068848,1,1
3,3.9616012573242188,3.816643714904785,1,1
4,3.644665002822876,3.459975242614746,1,1
5,3.3840017318725586,3.203014373779297,1,1
6,3.552351713180542,3.4332029819488525,1,1
7,3.7132389545440674,3.430814743041992,1,1
8,3.510573625564575,3.411621570587158,1,1
9,3.478548526763916,3.495861768722534,1,1
10,2.990027666091919,3.2283849716186523,1,1
11,3.631288528442383,3.506010055541992,1,1
12,3.2425217628479004,3.350900173187256,1,1
13,3.5581676959991455,3.5506482124328613,1,1
14,3.911860466003418,3.5253729820251465,1,1
15,3.533302068710327,3.3832554817199707,1,1
16,4.0099968910217285,3.3256618976593018,1,1
17,3.3255844116210938,3.1094114780426025,1,1
18,3.125420331954956,2.9007012844085693,1,1
19,3.6678593158721924,3.3878488540649414,1,1
20,3.7412631511688232,3.4269766807556152,1,1
21,3.8699862957000732,3.6360104084014893,1,1
22,3.665114402770996,3.3484034538269043,1,1
23,3.8471014499664307,3.5108461380004883,1,1
24,2.978632926940918,3.0101757049560547,1,1
25,2.9372899532318115,2.808481216430664,1,1
26,3.2772538661956787,3.0867042541503906,1,1
27,3.403881788253784,3.207672357559204,1,1
28,3.589035749435425,3.4177465438842773,1,1
29,3.39397931098938,3.355421304702759,1,1
30,3.3078668117523193,3.12296724319458,1,1
31,3.1965761184692383,3.039287567138672,1,1
32,2.9855306148529053,2.8751018047332764,1,1
33,3.103527307510376,2.9134507179260254,1,1
34,3.478597640991211,3.2426719665527344,1,1
35,3.429847002029419,3.0655407905578613,1,1
36,2.9091296195983887,2.6676042079925537,1,1
37,3.224306344985962,2.7304351329803467,1,1
38,3.2802340984344482,2.559098243713379,1,1
39,3.0626578330993652,2.754093647003174,1,1
40,3.8220932483673096,3.2393288612365723,1,1
41,3.5316827297210693,3.35402774810791,1,1
42,3.725255250930786,3.4940850734710693,1,1
43,3.2607343196868896,3.0123214721679688,1,1
