step,loss,entropy,neurons,activation_ancestry,entropy_alignment,phase_alignment,bifractal_consistency,attractor_density
0,0.5329562425613403,0.05412658676505089,32,,,,,
1,0.4797300398349762,0.05337177962064743,32,,,,,
2,0.433288037776947,0.06683275103569031,32,,,,,
3,0.39724624156951904,0.08458743244409561,32,,,,,
4,0.3831924796104431,0.10337881743907928,32,,,,,
5,0.38814350962638855,0.12134040892124176,32,,,,,
6,0.3885594606399536,0.1358393281698227,32,,,,,
7,0.3735996186733246,0.14635233581066132,32,,,,,
8,0.35449448227882385,0.15489128232002258,32,,,,,
9,0.3392106890678406,0.16260230541229248,32,,,,,
10,0.328477144241333,0.1704862266778946,32,0.9457556009292603,0.0,0.9725151658058167,417.9974670410156,10.971004486083984
11,0.3181142508983612,0.17894874513149261,32,,,,,
12,0.3042750656604767,0.18811361491680145,32,,,,,
13,0.28582844138145447,0.1983204334974289,32,,,,,
14,0.2639474868774414,0.2097947746515274,32,,,,,
15,0.2415343075990677,0.22248715162277222,32,,,,,
16,0.2218504399061203,0.23624368011951447,32,,,,,
17,0.20588546991348267,0.25040343403816223,32,,,,,
18,0.19207492470741272,0.2639975845813751,32,,,,,
19,0.17799413204193115,0.27636465430259705,32,,,,,
20,0.16295820474624634,0.2874372601509094,32,0.9964697360992432,0.0,1.003774642944336,677.5968017578125,16.704891204833984
21,0.14841577410697937,0.29757922887802124,32,,,,,
22,0.13592827320098877,0.3071480095386505,32,,,,,
23,0.12537071108818054,0.3163112699985504,32,,,,,
24,0.11538979411125183,0.3252504765987396,32,,,,,
25,0.10541584342718124,0.3343084752559662,32,,,,,
26,0.09638000279664993,0.3434222340583801,32,,,,,
27,0.08905060589313507,0.352450966835022,32,,,,,
28,0.08194702118635178,0.36173295974731445,32,,,,,
29,0.0735250934958458,0.371197909116745,32,,,,,
30,0.06449839472770691,0.38037195801734924,32,0.9965109825134277,0.0,1.028590440750122,1049.5911865234375,23.47134017944336
31,0.056938186287879944,0.38939204812049866,32,,,,,
32,0.05079697445034981,0.3975761830806732,32,,,,,
33,0.04538703337311745,0.4043886661529541,32,,,,,
34,0.04123714938759804,0.4100007712841034,32,,,,,
35,0.039011985063552856,0.414009690284729,32,,,,,
36,0.037287935614585876,0.4177396297454834,32,,,,,
37,0.03616223484277725,0.4191376864910126,32,,,,,
38,0.03744671866297722,0.421889066696167,32,,,,,
39,0.03490491956472397,0.4213428795337677,32,,,,,
40,0.03044714778661728,0.4209541976451874,32,0.9989823698997498,0.0,1.0819913148880005,1429.088134765625,30.462604522705078
41,0.03216181695461273,0.4198351204395294,32,,,,,
42,0.029884815216064453,0.4175563454627991,32,,,,,
43,0.027225326746702194,0.4158734679222107,32,,,,,
44,0.027883538976311684,0.4143400490283966,32,,,,,
45,0.02507132850587368,0.4118046760559082,32,,,,,
46,0.025249352678656578,0.40906205773353577,32,,,,,
47,0.024666165933012962,0.40659958124160767,32,,,,,
48,0.0233457013964653,0.40396901965141296,32,,,,,
49,0.024310298264026642,0.4018515348434448,32,,,,,
50,0.022835517302155495,0.40089690685272217,32,0.9993915557861328,0.0,1.1111929416656494,1534.900390625,32.07658004760742
51,0.023419976234436035,0.40032243728637695,32,,,,,
52,0.023315908387303352,0.3997487723827362,32,,,,,
53,0.02229364961385727,0.3997158706188202,32,,,,,
54,0.022388722747564316,0.4000978469848633,32,,,,,
55,0.020843973383307457,0.4005831778049469,32,,,,,
56,0.020253505557775497,0.40162578225135803,32,,,,,
57,0.019427407532930374,0.403160959482193,32,,,,,
58,0.018573271110653877,0.40445035696029663,32,,,,,
59,0.018663467839360237,0.40547552704811096,32,,,,,
60,0.017929695546627045,0.4065646231174469,32,0.999630331993103,0.0,1.119815707206726,1545.289306640625,32.2765998840332
61,0.017822986468672752,0.4075184166431427,32,,,,,
62,0.017798183485865593,0.4084484875202179,32,,,,,
63,0.017304662615060806,0.4096827507019043,32,,,,,
64,0.01755213551223278,0.4107734262943268,32,,,,,
65,0.017491688951849937,0.4113732576370239,32,,,,,
66,0.017198340967297554,0.41179874539375305,32,,,,,
67,0.017254924401640892,0.41209566593170166,32,,,,,
68,0.016877155750989914,0.4122280180454254,32,,,,,
69,0.016517439857125282,0.41257110238075256,32,,,,,
70,0.016446923837065697,0.4130071699619293,32,0.9998956918716431,0.0,1.1245547533035278,1544.8377685546875,32.43735122680664
71,0.01612652838230133,0.41321513056755066,32,,,,,
72,0.015892494469881058,0.41339996457099915,32,,,,,
73,0.015819793567061424,0.4136068820953369,32,,,,,
74,0.015566731803119183,0.41375795006752014,32,,,,,
75,0.015403473749756813,0.41411784291267395,32,,,,,
76,0.015370846726000309,0.41456374526023865,32,,,,,
77,0.01518953125923872,0.414787620306015,32,,,,,
78,0.01501857303082943,0.4149155616760254,32,,,,,
79,0.014949696138501167,0.41496458649635315,32,,,,,
80,0.014798810705542564,0.4149443209171295,32,0.9999170899391174,0.0,1.1293573379516602,1549.5743408203125,32.61653518676758
81,0.01463088858872652,0.41513603925704956,32,,,,,
82,0.014562282711267471,0.415449321269989,32,,,,,
83,0.014455330558121204,0.41568607091903687,32,,,,,
84,0.014282023534178734,0.41596248745918274,32,,,,,
85,0.014172856695950031,0.4161664843559265,32,,,,,
86,0.014094382524490356,0.41636475920677185,32,,,,,
87,0.013956908136606216,0.4167175590991974,32,,,,,
88,0.013819529674947262,0.41703522205352783,32,,,,,
89,0.013730001635849476,0.4172973930835724,32,,,,,
90,0.013631708920001984,0.41752496361732483,32,0.9999712109565735,0.0,1.1348025798797607,1553.958984375,32.819236755371094
91,0.013511943630874157,0.4176707863807678,32,,,,,
92,0.013406441546976566,0.41794365644454956,32,,,,,
93,0.013325963169336319,0.418325811624527,32,,,,,
94,0.013245692476630211,0.4186997413635254,32,,,,,
95,0.013147520832717419,0.41908881068229675,32,,,,,
96,0.013051783666014671,0.419355571269989,32,,,,,
97,0.01297753769904375,0.4196068346500397,32,,,,,
98,0.012909021228551865,0.41989362239837646,32,,,,,
99,0.012830317951738834,0.4201289713382721,32,,,,,
100,0.01274513453245163,0.42037439346313477,32,0.9999861121177673,0.0,1.1400179862976074,1560.531494140625,33.118568420410156
101,0.012663359753787518,0.420526921749115,32,,,,,
102,0.012592729181051254,0.42066749930381775,32,,,,,
103,0.01252775639295578,0.42085254192352295,32,,,,,
104,0.01246271375566721,0.42104315757751465,32,,,,,
105,0.012396558187901974,0.4212866425514221,32,,,,,
106,0.012330042198300362,0.4214487373828888,32,,,,,
107,0.012264695018529892,0.4216025769710541,32,,,,,
108,0.012205001898109913,0.42173120379447937,32,,,,,
109,0.012150471098721027,0.4219014346599579,32,,,,,
110,0.012100026942789555,0.4221152663230896,32,0.9999862909317017,0.0,1.1456199884414673,1573.3251953125,33.51320266723633
111,0.012053418904542923,0.42231741547584534,32,,,,,
112,0.012008198536932468,0.4225558936595917,32,,,,,
113,0.011964846402406693,0.4227614104747772,32,,,,,
114,0.01192391850054264,0.42303261160850525,32,,,,,
115,0.01188716758042574,0.42326268553733826,32,,,,,
116,0.011856024153530598,0.42355257272720337,32,,,,,
117,0.011835900135338306,0.42373397946357727,32,,,,,
118,0.011834635399281979,0.4239892065525055,32,,,,,
119,0.011876637116074562,0.4241112768650055,32,,,,,
120,0.012002641335129738,0.42443034052848816,32,0.9999908208847046,0.0,1.1505814790725708,1585.4459228515625,33.891563415527344
121,0.012316932901740074,0.42452654242515564,32,,,,,
122,0.01298681739717722,0.4249488413333893,32,,,,,
123,0.014284934848546982,0.4248821437358856,32,,,,,
124,0.015974489971995354,0.4254154860973358,32,,,,,
125,0.016835935413837433,0.4252162277698517,32,,,,,
126,0.01471517700701952,0.42572206258773804,32,,,,,
127,0.011874113231897354,0.4257165491580963,32,,,,,
128,0.011927168816328049,0.42589420080184937,32,,,,,
129,0.013918345794081688,0.426255464553833,32,,,,,
130,0.014054822735488415,0.4262270927429199,32,0.9999774694442749,0.0,1.152146816253662,1590.15234375,34.122928619384766
131,0.011989074759185314,0.42663586139678955,32,,,,,
132,0.01154092513024807,0.4268626570701599,32,,,,,
133,0.012956411577761173,0.42698177695274353,32,,,,,
134,0.012987971305847168,0.42736729979515076,32,,,,,
135,0.01161535456776619,0.4274316430091858,32,,,,,
136,0.011494823731482029,0.42763808369636536,32,,,,,
137,0.012448889203369617,0.4279470443725586,32,,,,,
138,0.0122767873108387,0.4279944598674774,32,,,,,
139,0.011343508027493954,0.4282545745372772,32,,,,,
140,0.011487764306366444,0.4284464120864868,32,0.9999958872795105,0.0,1.1545315980911255,1591.471435546875,34.23736572265625
141,0.012103445827960968,0.42854639887809753,32,,,,,
142,0.01177452877163887,0.42885786294937134,32,,,,,
143,0.01120780035853386,0.42898890376091003,32,,,,,
144,0.011435095220804214,0.42914310097694397,32,,,,,
145,0.011781642213463783,0.42940858006477356,32,,,,,
146,0.01149023324251175,0.4295159578323364,32,,,,,
147,0.011142122559249401,0.4297685921192169,32,,,,,
148,0.01133109349757433,0.43000760674476624,32,,,,,
149,0.011548889800906181,0.43014293909072876,32,,,,,
150,0.01132991537451744,0.4304254353046417,32,0.9999973773956299,0.0,1.1556708812713623,1592.8980712890625,34.332374572753906
151,0.011096046306192875,0.4306080639362335,32,,,,,
152,0.011211604811251163,0.43080461025238037,32,,,,,
153,0.011363612487912178,0.4310646653175354,32,,,,,
154,0.011246276088058949,0.4311881363391876,32,,,,,
155,0.01106391940265894,0.4314071238040924,32,,,,,
156,0.011096733622252941,0.43160778284072876,32,,,,,
157,0.01121930405497551,0.43176013231277466,32,,,,,
158,0.011187241412699223,0.4320012629032135,32,,,,,
159,0.01105320081114769,0.43214407563209534,32,,,,,
160,0.011012493632733822,0.4323364794254303,32,0.9999989867210388,0.0,1.1564068794250488,1595.6585693359375,34.42720413208008
161,0.011084833182394505,0.4325518012046814,32,,,,,
162,0.011122836731374264,0.4326990246772766,32,,,,,
163,0.011056611314415932,0.4329226016998291,32,,,,,
164,0.010979955084621906,0.4330816864967346,32,,,,,
165,0.010979728773236275,0.4332680404186249,32,,,,,
166,0.011025445535779,0.43348169326782227,32,,,,,
167,0.01103623304516077,0.43363261222839355,32,,,,,
168,0.01099003292620182,0.4338499903678894,32,,,,,
169,0.010941185057163239,0.434012234210968,32,,,,,
170,0.0109340138733387,0.43418988585472107,32,0.9999992847442627,0.0,1.157259464263916,1598.327392578125,34.51008224487305
171,0.010957465507090092,0.43438035249710083,32,,,,,
172,0.010970852337777615,0.43452221155166626,32,,,,,
173,0.010951707139611244,0.4347190260887146,32,,,,,
174,0.010917709209024906,0.4348648488521576,32,,,,,
175,0.010895181447267532,0.43504175543785095,32,,,,,
176,0.010895266197621822,0.43521228432655334,32,,,,,
177,0.010906761512160301,0.43536287546157837,32,,,,,
178,0.010911067947745323,0.4355511963367462,32,,,,,
179,0.010901415720582008,0.4356938600540161,32,,,,,
180,0.010881602764129639,0.4358787536621094,32,0.9999992847442627,0.0,1.1580601930618286,1600.444580078125,34.57866287231445
181,0.010863492265343666,0.43603184819221497,32,,,,,
182,0.010853791609406471,0.4361996650695801,32,,,,,
183,0.010852937586605549,0.4363660514354706,32,,,,,
184,0.010856325738132,0.43651455640792847,32,,,,,
185,0.010857736691832542,0.4366896450519562,32,,,,,
186,0.010854994878172874,0.43682485818862915,32,,,,,
187,0.010846961289644241,0.43699267506599426,32,,,,,
188,0.010836753994226456,0.4371223747730255,32,,,,,
189,0.010825864039361477,0.4372807443141937,32,,,,,
190,0.010816813446581364,0.4374154508113861,32,0.9999995231628418,0.0,1.1584978103637695,1602.113525390625,34.63560485839844
191,0.010809892788529396,0.43756142258644104,32,,,,,
192,0.010805206373333931,0.43769630789756775,32,,,,,
193,0.010802259668707848,0.4378295838832855,32,,,,,
194,0.010800319723784924,0.4379766285419464,32,,,,,
195,0.010799345560371876,0.438106507062912,32,,,,,
196,0.010798684321343899,0.4382549226284027,32,,,,,
197,0.010799221694469452,0.4383760690689087,32,,,,,
198,0.010800599120557308,0.4385327994823456,32,,,,,
199,0.010804813355207443,0.4386509954929352,32,,,,,
