t,loss,entropy,gate_open,updated
1,3.51369571685791,3.682075023651123,1,0
2,3.937716007232666,3.9489083290100098,1,0
3,4.002846717834473,4.190301895141602,1,0
4,3.786630630493164,3.919029712677002,1,0
5,3.555248737335205,3.65997576713562,1,0
6,3.759833812713623,3.9071602821350098,1,0
7,3.9525833129882812,4.021358489990234,1,0
8,3.850882053375244,4.031730651855469,1,0
9,3.6970832347869873,3.9191365242004395,1,0
10,3.128068447113037,3.518181324005127,1,0
11,3.634383201599121,3.85713791847229,1,0
12,3.2870185375213623,3.685727596282959,1,0
13,3.6849701404571533,3.9743075370788574,1,0
14,3.9549663066864014,4.044513702392578,1,0
15,3.6653616428375244,3.8695974349975586,1,0
16,4.155523300170898,4.097012519836426,1,0
17,3.4878225326538086,3.714667797088623,1,0
18,3.275557041168213,3.4296631813049316,1,0
19,3.799973964691162,3.9682421684265137,1,0
20,3.9190316200256348,4.0644402503967285,1,0
21,4.033328533172607,4.186949729919434,1,0
22,3.9119648933410645,3.9572272300720215,1,0
23,4.135808944702148,4.131322860717773,1,0
24,3.1863090991973877,3.471057415008545,1,0
25,3.1082403659820557,3.2659926414489746,1,0
26,3.4933242797851562,3.5311062335968018,1,0
27,3.6938700675964355,3.69919490814209,1,0
28,3.755263090133667,3.94248628616333,1,0
29,3.627608299255371,3.872722625732422,1,0
30,3.505868911743164,3.6305389404296875,1,0
31,3.389613628387451,3.5787975788116455,1,0
32,3.1171517372131348,3.433298110961914,1,0
33,3.2595813274383545,3.3858981132507324,1,0
34,3.5914883613586426,3.9038071632385254,1,0
35,3.587594509124756,3.7432870864868164,1,0
36,3.2037405967712402,3.3943116664886475,1,0
37,3.616946220397949,3.6183385848999023,1,0
38,3.4811410903930664,3.478177070617676,1,0
39,3.3073980808258057,3.516274929046631,1,0
40,3.8592257499694824,3.952561616897583,1,0
41,3.6861233711242676,4.011261463165283,1,0
42,3.828577995300293,4.03096866607666,1,0
43,3.451612949371338,3.695370674133301,1,0
44,3.66936993598938,3.9052371978759766,1,0
45,3.1897194385528564,3.5618462562561035,1,0
46,3.385892868041992,3.6531267166137695,1,0
47,3.5179433822631836,3.716932773590088,1,0
48,3.7601277828216553,3.824108123779297,1,0
49,3.4170515537261963,3.670391321182251,1,0
50,3.6952483654022217,3.6500444412231445,1,0
51,3.7174408435821533,3.916165828704834,1,0
52,3.7486913204193115,4.022068977355957,1,0
53,3.7628612518310547,3.8451333045959473,1,0
54,3.1534953117370605,3.621678352355957,1,0
55,3.8997366428375244,4.107450485229492,1,0
56,3.758307695388794,4.06707763671875,1,0
57,4.080305099487305,4.263155937194824,1,0
58,3.692512273788452,3.8162105083465576,1,0
59,3.6789474487304688,3.785862445831299,1,0
60,3.1758131980895996,3.2891950607299805,1,0
61,3.25380539894104,3.3525609970092773,1,0
62,3.4512267112731934,3.510479688644409,1,0
63,3.437269687652588,3.6555280685424805,1,0
64,3.377582550048828,3.588526725769043,1,0
65,3.338791847229004,3.434758186340332,1,0
66,3.371713399887085,3.8950753211975098,1,0
67,3.1517181396484375,3.520857334136963,1,0
68,3.754110097885132,3.903080463409424,1,0
69,3.6258156299591064,3.9069788455963135,1,0
70,3.6108620166778564,3.702916145324707,1,0
